mlbamid,steamerid,firstname,lastname,Team,position,bats,p1,p2,p3,p4,p5,p6,p7,p8,p9,gC,g1B,g2B,g3B,gSS,gLF,gCF,gRF,gDH,gUIF,gUOF,posadj,age,reliability,G,PA,IBB,NIBB,BB,K,HBP,RBOE,SH,SF,AB,H,1B,2B,3B,HR,AVG,OBP,SLG,wOBA,wOBAcon,SB,CS,wSB,UBR,BaseRunning,UZR,R,RBI,BABIP,wRAA,DEF_adj
595885,14131,Gregory,Bird,NYA,1B,L,0.006,0.006,0.003,0.089,0.399,0.324,0.128,0.044,0,0,107.2,0,0,0,0,0,0,8.9,0,0,-9.974769,24,0.68,116.1216,473.9,0.9478,48.1688,49.1166,103.3109,4.2651,4.3599,1.7323,3.5553,415.2307,109.7728,63.4889,22.063,1.2745,22.9464,0.264369,0.345546,0.489431,0.355977,0.42121,2.958,1.8912,-0.3229,0.441,0.1181,-0.489,61.7384,68.4659,0.29681327,14.849,-9.974768949
542364,10323,Rafael,Ortega,LAA,OF,L,0.013,0.184,0.046,0.02,0.02,0.132,0.349,0.132,0.105,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,26,0.79,0.2,1,0.001,0.064,0.065,0.1498,0.005,0.0092,0.0058,0.0074,0.9168,0.236,0.1794,0.0405,0.0054,0.0107,0.257371,0.307745,0.348199,0.28755,0.31002,0.0293,0.0173,-0.0015,0.001,-0.0005,-0.001,0.0964,0.0916,0.29501113,-0.025,-0.005333333333
594777,11200,Kole,Calhoun,LAA,RF,L,0.094,0.625,0.052,0.079,0.137,0.006,0.003,0.003,0.002,0,0,0,0,0,0,0,144.1,0,0,0,-7.20495,29,0.87,144.099,635.7,0,54.2451,54.2451,129.7905,5.0856,5.8484,3.5653,4.5745,568.2294,148.5644,96.5636,28.705,3.1834,20.1124,0.261445,0.328872,0.429345,0.327622,0.37852,3.6392,2.1835,-0.3545,1.64,1.2855,5.286,79.5646,74.6085,0.30374012,5.047,-7.20495
605323,12148,Kyle,Kubitza,LAA,3b,L,0.077,0.051,0.026,0.051,0.103,0.051,0.128,0.282,0.231,0,0,0,0.2,0,0,0,0,0,0,0,0.003333,26,0.8,0.2,1,0.006,0.0882,0.0942,0.2928,0.007,0.0092,0.0065,0.0076,0.8846,0.1855,0.1257,0.0399,0.0065,0.0135,0.209815,0.288734,0.315301,0.26666,0.33335,0.0166,0.0096,-0.0009,0,-0.0009,0,0.0943,0.0846,0.29356545,-0.042,0.003333333333
545361,10155,Mike,Trout,LAA,CF,R,0.019,0.27,0.69,0.015,0,0.001,0.002,0.003,0.001,0,0,0,0,0,0,145.7,0,0,0,0,2.42838,25,0.86,145.7028,640.6,10.2496,89.4489,99.6985,133.4897,8.3278,5.8935,1.8015,4.7901,525.982,159.5783,90.8507,31.4299,4.3813,32.9164,0.303386,0.418914,0.567538,0.413355,0.48918,19.3533,7.6764,0.497,3.504,4.001,1.185,102.2876,100.4977,0.34762272,50.4,2.42838
542208,10642,Carlos,Perez,LAA,C,R,0.004,0.006,0.004,0.001,0.003,0.008,0.141,0.481,0.353,56.3,0,0,0,0,0,0,0,0,0,0,4.68855,26,0.76,56.2626,213.8,0,12.2317,12.2317,37.2307,1.069,1.967,1.6425,1.682,197.1749,48.5484,33.5502,10.6273,0.3194,4.0515,0.246231,0.291534,0.365015,0.285382,0.32088,2.053,1.1201,-0.1049,-0.017,-0.1219,2.111,21.1367,21.8271,0.28238607,-5.754,4.68855
534606,10700,Ryan,LaMarre,LAA,LF,R,0.118,0.059,0.039,0.02,0.059,0.078,0.137,0.216,0.275,0,0,0,0,0,3.2,1.6,1.6,0,0,0,-0.216,28,0.75,6.48,25.9,0.0518,1.4566,1.5084,7.1969,0.3108,0.2383,0.1762,0.1941,23.7105,5.4022,3.9303,0.9641,0.0446,0.4632,0.227847,0.280736,0.330882,0.268088,0.34224,0.7256,0.3941,-0.0233,0.008,-0.0153,0.049,2.4673,2.3688,0.30404137,-1.067,-0.216
592743,10847,Andrelton,Simmons,LAA,SS,R,0.003,0.044,0,0.003,0.026,0.091,0.271,0.422,0.139,0,0,0,0,127.6,0,0,0,0,0,0,6.38118,27,0.85,127.6236,496.3,1.9852,29.3562,31.3414,44.3211,2.9778,4.566,3.377,3.8221,454.7817,123.1357,90.782,22.7868,1.956,7.6109,0.270768,0.31944,0.379688,0.303195,0.30799,6.38,3.6044,-0.3495,-0.328,-0.6775,13.416,50.3516,50.8513,0.28407379,-6.062,6.38118
592626,11899,Joc,Pederson,LAN,CF,L,0.098,0.03,0.013,0.004,0.177,0.265,0.335,0.067,0.01,0,0,0,0,0,0,128.8,0,0,0,0,2.14623,25,0.82,128.7738,524.3,4.1944,70.1039,74.2983,139.0365,5.243,4.8236,2.7024,3.8293,438.227,104.5475,59.6752,19.7091,0.595,24.5682,0.238581,0.352942,0.45447,0.347002,0.42553,7.257,4.4102,-0.5188,0.76,0.2412,-0.033,65.2564,68.5114,0.28722873,12.546,2.14623
408307,1201,Carl,Crawford,LAN,OF,L,0.119,0.099,0.005,0.019,0.113,0.246,0.101,0.133,0.165,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,35,0.71,0.2,1,0.001,0.0516,0.0526,0.1865,0.01,0.0092,0.006,0.0073,0.9241,0.2346,0.1633,0.0449,0.0072,0.0192,0.253887,0.298989,0.380413,0.294063,0.33778,0.024,0.0115,-0.0002,0.002,0.0018,-0.006,0.1003,0.1015,0.29681687,-0.02,-0.005333333333
592808,13414,Andrew,Toles,LAN,LF,L,0.185,0.055,0.005,0.009,0.005,0.051,0.19,0.448,0.052,0,0,0,0,0,74.5,6.4,0,2.7,0,0,-3.929614,25,0.68,83.5272,336.4,1.3456,15.4217,16.7673,61.3799,2.6912,3.0949,2.5178,2.5149,311.9088,86.1071,58.8618,18.57,2.055,6.6202,0.276067,0.316178,0.412453,0.312464,0.36446,12.0403,7.0108,-0.5587,0.791,0.2323,3.748,34.935,35.4524,0.32256204,-1.537,-3.929614263
608369,13624,Corey,Seager,LAN,SS,L,0.011,0.646,0.3,0.011,0.006,0.009,0.006,0.007,0.004,0,0,0,0,145.8,0,0,0,0,0,0,7.29081,23,0.83,145.8162,645.4,3.8724,44.3808,48.2532,114.4937,4.5178,5.9377,3.1283,4.7046,584.7961,166.8323,104.9516,35.7083,3.4419,22.7305,0.285291,0.341924,0.474734,0.347164,0.39911,4.1535,2.5565,-0.4021,1.665,1.2629,4.273,86.4505,79.4674,0.31861439,15.53,7.29081
608672,13809,Micah,Johnson,LAN,2b,L,0.1,0.043,0.014,0.043,0.014,0.029,0.1,0.171,0.486,0,0,0.2,0,0,0,0,0,0,0,0,0.003333,26,0.8,0.2,1,0,0.0592,0.0592,0.2238,0.005,0.0092,0.0074,0.0075,0.9209,0.2281,0.1711,0.0413,0.0036,0.0121,0.247625,0.294417,0.339612,0.278029,0.33201,0.041,0.0204,-0.0004,0.001,0.0006,-0.004,0.0932,0.0894,0.31191336,-0.033,0.003333333333
571771,10472,Enrique,Hernandez,LAN,2B,R,0.13,0.016,0.002,0.002,0.01,0.017,0.127,0.629,0.067,0,0,12.8,10.7,12.8,0,10.7,0,2.7,0,0,0.898708,25,0.74,49.7988,196.2,0.3924,15.1781,15.5705,40.9126,1.1772,1.805,1.5357,1.515,176.4016,42.3868,27.9354,8.5069,0.5566,5.3878,0.240285,0.303776,0.386451,0.299372,0.34558,1.7865,1.1422,-0.1642,0.192,0.0278,0.543,19.5878,20.8074,0.28111281,-3.016,0.898708446
518649,11369,Brett,Eibner,LAN,CF,R,0.012,0.05,0.006,0.069,0.056,0.063,0.331,0.263,0.15,0,0,0,0,0,0,3.2,0,0,0,0,0.054,28,0.8,3.24,12.8,0.064,1.0024,1.0664,3.1736,0.064,0.1178,0.0785,0.0969,11.4941,2.6087,1.6777,0.5293,0.0327,0.369,0.22695,0.293915,0.374994,0.28947,0.35156,0.1419,0.0805,-0.0079,0.013,0.0051,-0.045,1.257,1.392,0.27827891,-0.301,0.054
596146,12144,Max,Kepler,MIN,RF,L,0.002,0.03,0.064,0.015,0.575,0.263,0.041,0.005,0.005,0,6.9,0,0,0,0,0,125.1,0,0,0,-6.832156,24,0.79,132.0138,545.2,3.8164,46.4625,50.2789,96.6839,3.8164,5.0158,1.7818,4.2105,485.1124,126.9889,80.7993,24.0692,5.7911,16.3293,0.261785,0.333243,0.436261,0.329296,0.36771,8.3145,4.6972,-0.4202,1.576,1.1558,0.181,63.3385,66.2431,0.29406523,5.081,-6.8321556
592696,12155,Eddie,Rosario,MIN,LF,L,0.001,0.013,0.001,0.002,0.034,0.114,0.192,0.354,0.287,0,0,0,0,0,90.1,0,4.9,0,0,0,-4.74822,25,0.81,94.9644,365.6,1.828,13.767,15.595,80.8665,1.4624,3.3635,2.528,2.8189,343.1957,88.9798,58.9273,16.7119,3.1161,10.2245,0.259268,0.292055,0.415498,0.300498,0.37352,7.4286,4.553,-0.47,1.557,1.087,2.813,38.8877,42.8252,0.30893687,-5.279,-4.74822
571974,10346,John Ryan,Murphy,MIN,C,R,0.007,0.004,0.006,0.012,0.015,0.011,0.257,0.464,0.224,26.5,0,0,0,0,0,0,0,0,0,0,2.20725,26,0.73,26.487,101.7,0,6.4498,6.4498,21.5061,0.5085,0.9356,0.7347,0.7935,93.2135,23.0398,15.5953,4.9444,0.2446,2.2555,0.247179,0.29712,0.378065,0.293035,0.34533,0.4883,0.2868,-0.047,0.076,0.029,0.027,10.2095,10.6761,0.2958813,-2.095,2.20725
502273,11241,Mike,Freeman,SEA,2b,L,0.032,0.065,0.177,0.113,0.016,0.065,0.081,0.194,0.258,0,0,0.2,0,0,0,0,0,0,0,0,0.003333,29,0.82,0.2,1,0.003,0.0643,0.0673,0.1988,0.005,0.0092,0.0055,0.0075,0.9147,0.2167,0.17,0.0362,0.004,0.0065,0.236973,0.290624,0.306641,0.26391,0.29842,0.013,0.0058,-0.0001,0,-0.0001,0.001,0.0879,0.0804,0.29320686,-0.045,0.003333333333
547982,11846,Leonys,Martin,SEA,CF,L,0.065,0.006,0.002,0.001,0.004,0.029,0.093,0.199,0.601,0,0,0,0,0,0,120.7,0,0,0,0,2.01096,29,0.84,120.6576,460.8,0.4608,31.4077,31.8685,111.9976,2.7648,4.2394,3.6011,3.5307,419.0348,101.5193,72.3398,17.3561,2.1451,9.6783,0.242267,0.297795,0.363209,0.288201,0.35155,17.3275,7.2505,0.365,1.737,2.102,2.857,48.2648,45.4842,0.30523155,-11.33,2.01096
592325,12160,Ben,Gamel,SEA,LF,L,0.06,0.098,0.002,0.007,0.002,0.019,0.115,0.164,0.532,0,0,0,0,0,21.3,2.1,10.7,0,0,0,-1.563702,25,0.81,34.1172,132.6,0.7956,8.6506,9.4462,27.2839,0.663,1.2199,1.0092,1.0069,120.4747,31.7734,22.9634,5.9825,0.9002,1.9273,0.263729,0.318274,0.376316,0.300796,0.35291,3.3751,1.7002,-0.0608,0.163,0.1022,-0.295,14.0484,12.7287,0.32346343,-1.882,-1.5637023
596129,14130,Dan,Vogelbach,SEA,1B,L,0.022,0.011,0.006,0.017,0.112,0.293,0.437,0.084,0.018,0,78.3,0,0,0,0,0,0,9.8,0,0,-7.670486,24,0.77,88.128,352.2,3.1698,38.7519,41.9217,70.6672,2.1132,3.2402,1.7571,2.5815,303.8265,74.8732,49.6117,13.3537,0.732,11.1758,0.246426,0.339301,0.405541,0.322831,0.35946,1.2432,0.7915,-0.1844,0.335,0.1506,0.261,39.2613,39.8099,0.28364794,1.404,-7.670485782
217100,1066,Willie,Bloomquist,SEA,SS,R,0.113,0.12,0.063,0.024,0.043,0.053,0.166,0.197,0.221,0,0,0,0,0.2,0,0,0,0,0,0,0.01,39,0.46,0.2,1,0.001,0.0419,0.0429,0.2165,0.008,0.0092,0.0066,0.0075,0.9351,0.2218,0.1703,0.0419,0.0034,0.0062,0.237216,0.274497,0.309169,0.256043,0.30534,0.0185,0.0119,-0.0014,-0.001,-0.0024,-0.014,0.0858,0.0789,0.29948604,-0.051,0.01
592774,10838,Cody,Stanley,SLN,C,L,0.069,0.069,0.034,0.069,0.034,0.172,0.172,0.207,0.172,0.2,0,0,0,0,0,0,0,0,0,0,0.016667,28,0.69,0.2,1,0.002,0.0573,0.0593,0.1913,0.008,0.0092,0.006,0.0074,0.9193,0.2141,0.1571,0.0366,0.0031,0.0173,0.232921,0.283133,0.336101,0.270728,0.30657,0.0133,0.0072,-0.0006,0.001,0.0004,0,0.0885,0.093,0.27405654,-0.039,0.01666666667
594824,10951,Greg,Garcia,SLN,DH,L,0.031,0.01,0.011,0.006,0.006,0.006,0.018,0.643,0.269,0,0,7.4,3.7,7.4,0,0,0,23.2,0,0,-2.158712,27,0.8,41.6988,159.6,1.4364,15.1394,16.5758,30.3855,2.2344,1.4683,1.2687,1.2658,138.2553,35.4107,26.6328,6.6781,0.4026,1.6972,0.25612,0.342447,0.347071,0.304668,0.33122,2.1616,1.1691,-0.0998,0.302,0.2022,-0.106,14.8205,13.84,0.31379376,-1.756,-2.158712424
543939,12532,Kolten,Wong,SLN,2B,L,0.031,0.189,0.005,0.002,0.006,0.052,0.317,0.375,0.023,0,0,116.5,0,0,0,0,0,0,0,0,1.94184,26,0.82,116.5104,467.4,1.8696,32.329,34.1986,71.5494,7.9458,4.3001,3.1559,3.5324,418.5673,110.4902,78.0951,16.754,5.2154,10.4257,0.263962,0.328772,0.403628,0.317125,0.34166,9.163,4.4118,-0.1183,1.211,1.0927,0.777,48.7846,49.5641,0.29419954,-0.337,1.94184
545341,10243,Randal,Grichuk,SLN,LF,R,0.006,0.016,0.005,0.085,0.222,0.205,0.323,0.118,0.021,0,0,0,0,0,108.5,15.1,0,0,0,0,-5.174971,25,0.81,123.606,496.9,0.4969,27.9865,28.4834,131.5093,4.4721,4.5715,2.2896,3.717,457.9379,113.4112,62.876,25.1355,3.1161,22.2836,0.247644,0.295912,0.462119,0.321326,0.41728,5.7477,3.6902,-0.4778,1.212,0.7342,4.977,56.1558,70.0658,0.29600146,1.364,-5.1749712
576397,10816,Jedd,Gyorko,SLN,2B,R,0.003,0.022,0.01,0.014,0.029,0.473,0.414,0.012,0.023,0,0,50.2,50.2,0,0,0,0,14.1,0,0,0.03348,28,0.84,114.453,457.7,0.9154,34.3716,35.287,98.2269,3.2039,4.2108,2.1187,3.2605,413.8298,103.1844,64.4823,17.4314,1.1832,20.0875,0.249331,0.310969,0.442788,0.322555,0.38211,1.564,1.0084,-0.2231,-0.142,-0.3651,-1.455,50.3926,61.2846,0.27812451,1.72,0.033479865
570256,12907,Gregory,Polanco,PIT,LF,L,0.137,0.335,0.098,0.106,0.257,0.037,0.013,0.011,0.006,0,0,0,0,0,114.2,24.5,0,0,0,0,-5.302508,25,0.84,138.6882,601.6,5.4144,49.6938,55.1082,112.7775,1.8048,5.5347,2.9183,4.3957,537.3731,142.5052,91.2862,30.0683,3.2501,17.9006,0.265189,0.333096,0.433173,0.327513,0.37368,18.7709,9.6699,-0.3818,1.582,1.2002,3.23,73.8982,69.6095,0.30310732,4.722,-5.3025084
624428,15223,Adam,Frazier,PIT,3B,L,0.389,0.08,0.001,0.004,0.001,0.157,0.164,0.08,0.125,0,0,2.8,48.3,0,7.1,0,14.2,6,0,0,-0.910351,25,0.76,78.489,330.4,0,22.5317,22.5317,41.7995,2.3128,3.0397,2.4551,2.2843,300.8161,83.2841,63.9664,15.0007,2.0454,2.2716,0.276877,0.329731,0.363006,0.304387,0.31883,11.8221,7.5584,-0.8411,0.476,-0.3651,-0.27,33.2876,27.446,0.31275419,-3.711,-0.910351035
133380,1002,Aramis,Ramirez,PIT,3b,R,0.008,0.008,0.004,0.515,0.264,0.114,0.028,0.034,0.024,0,0,0,0.2,0,0,0,0,0,0,0,0.003333,39,0.7,0.2,1,0.004,0.0528,0.0568,0.1605,0.013,0.0092,0.0026,0.0073,0.9203,0.2393,0.1619,0.0505,0.0028,0.0241,0.260013,0.309929,0.399569,0.305727,0.33934,0.0045,0.0028,-0.0005,-0.008,-0.0085,-0.004,0.1009,0.1191,0.28963661,-0.01,0.003333333333
594838,10953,Phil,Gosselin,PIT,2B,R,0.069,0.186,0.021,0.021,0.017,0.061,0.051,0.16,0.415,0,0,30.1,0,0,0,0,0,0,0,0,0.5022,28,0.76,30.132,120.2,0,6.0035,6.0035,20.9152,1.0818,1.1058,0.8601,0.9015,111.3531,30.0747,22.4287,5.8705,0.4506,1.3249,0.27008,0.311376,0.366589,0.295696,0.3357,1.6951,0.8463,-0.0434,0.262,0.2186,-0.391,11.5565,11.2591,0.31939076,-2.212,0.5022
571681,10329,Reymond,Fuentes,KCA,OF,L,0.043,0.043,0.022,0.022,0.065,0.087,0.239,0.217,0.261,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,26,0.75,0.2,1,0.004,0.0636,0.0676,0.2127,0.008,0.0092,0.0065,0.0076,0.9103,0.2368,0.1787,0.0388,0.007,0.0123,0.260179,0.314525,0.358629,0.293687,0.34526,0.0374,0.0169,0.0003,0.001,0.0013,-0.004,0.0991,0.0915,0.32400058,-0.02,-0.005333333333
596144,10473,Cheslor,Cuthbert,KCA,3B,R,0.001,0.194,0.004,0.068,0.005,0.088,0.309,0.313,0.018,0,10.5,0,20.9,0,0,0,0,17.4,0,0,-2.556787,24,0.81,48.8106,196.6,0.1966,13.2948,13.4914,32.8148,0.7864,1.8087,1.2029,1.4708,179.6485,48.4461,32.8832,9.6831,0.6053,5.2745,0.26968,0.321015,0.418407,0.318807,0.35739,1.2144,0.7443,-0.1186,-0.291,-0.4096,-0.349,21.5386,22.5172,0.30183598,0.131,-2.556787491
518568,11145,Christian,Colon,KCA,2B,R,0.013,0.023,0.004,0.003,0.003,0.006,0.019,0.329,0.6,0,0,44,6.3,3.8,0,0,0,0,0,0,1.025932,28,0.78,54.0108,204.1,0.2041,13.3961,13.6002,28.2292,1.4287,1.8777,1.6284,1.5983,185.8445,49.1961,37.8313,8.5482,0.4044,2.4121,0.264717,0.317205,0.354001,0.294731,0.31296,4.014,1.8977,-0.0384,-0.214,-0.2524,0.236,20.2657,18.5583,0.29836449,-3.918,1.0259325
593160,11281,Whit,Merrifield,KCA,2B,R,0.171,0.09,0.001,0.003,0.003,0.007,0.122,0.36,0.242,0,0,54.6,2.4,0,0,0,0,0,0,0,0.94932,28,0.84,56.9592,227.6,0.6828,11.996,12.6788,40.0282,1.138,2.0939,1.788,1.7104,210.2848,55.2172,39.6652,11.9264,1.0497,2.5759,0.262587,0.305718,0.366033,0.291328,0.33172,6.9128,3.3132,-0.0392,0.526,0.4868,0.586,23.1014,20.6022,0.3107678,-5.009,0.94932
571970,13301,Max,Muncy,OAK,1B,L,0.012,0.096,0.018,0.054,0.054,0.12,0.21,0.24,0.198,0,0.2,0,0,0,0,0,0,0,0,0,-0.016667,26,0.78,0.2,1,0.003,0.1006,0.1036,0.2202,0.007,0.0092,0.0062,0.0075,0.8757,0.2009,0.1381,0.0377,0.0041,0.021,0.229426,0.313446,0.353801,0.294094,0.3308,0.0076,0.0043,-0.0005,0,-0.0005,0.004,0.1013,0.0954,0.28021807,-0.02,-0.01666666667
621563,13853,Joey,Wendle,OAK,2B,L,0.095,0.011,0.003,0.003,0.003,0.005,0.029,0.016,0.837,0,0,15.2,0,0,0,0,0,0,0,0,0.25272,27,0.83,15.1632,57.7,0.1731,2.4382,2.6113,11.6504,0.577,0.5308,0.4681,0.4379,53.6058,13.646,9.455,2.7719,0.4623,0.9569,0.254569,0.294148,0.377075,0.289152,0.34317,1.1286,0.4655,0.0199,0.016,0.0359,-0.03,5.9704,5.5979,0.30623075,-1.373,0.25272
622194,13866,Bruce,Maxwell III,OAK,C,L,0.005,0.005,0.007,0.002,0.007,0.014,0.244,0.46,0.256,31,0,0,0,0,0,0,0,0,0,0,2.5866,26,0.73,31.0392,118.8,0,9.0839,9.0839,23.4293,0.594,1.093,0.8724,0.9282,107.3215,27.241,19.5452,5.1343,0.3817,2.1798,0.253826,0.313064,0.369715,0.298777,0.34006,0.6908,0.4005,-0.0611,0.017,-0.0441,-0.15,11.797,11.7054,0.3032553,-1.884,2.5866
621566,14344,Matt,Olson,OAK,1B,L,0.048,0.095,0.024,0.024,0.024,0.095,0.119,0.381,0.19,0,8.1,0,0,0,0,0,8.1,0,0,0,-1.08,23,0.79,16.2,64.1,0.2564,7.1586,7.415,15.3261,0.3846,0.5897,0.4403,0.4882,55.3719,12.1517,7.3313,2.9532,0.1294,1.7378,0.219451,0.313401,0.37161,0.300191,0.34484,0.3299,0.1888,-0.0293,0.076,0.0467,0,6.9082,6.5122,0.26842577,-0.942,-1.08
518618,10542,Derek,Dietrich,MIA,1B,L,0.133,0.09,0.053,0.023,0.096,0.267,0.162,0.056,0.12,0,33.5,5.6,13.4,0,5.6,0,0,16.4,0,0,-4.673962,27,0.81,74.5524,306.5,1.226,21.3335,22.5595,66.0745,11.3405,2.8198,1.7047,2.2106,268.6847,68.0063,43.7962,13.5868,2.5212,8.102,0.253108,0.334343,0.412908,0.324563,0.37318,1.5121,0.9034,-0.1597,0.328,0.1683,0.307,33.74,33.5466,0.30451741,1.66,-4.673962309
400085,1101,Ichiro,Suzuki,MIA,DH,L,0.03,0.02,0.004,0.004,0.005,0.027,0.125,0.615,0.17,0,0,0,0,0,0,6.6,24.6,27.5,0,0,-4.332488,43,0.77,58.6764,226.2,0.4524,15.0598,15.5122,31.3826,1.3572,2.081,1.7245,1.777,205.8291,54.8586,43.3832,7.7294,2.2961,1.4499,0.266523,0.319534,0.347518,0.292822,0.31078,4.8171,2.1642,0.0043,-0.156,-0.1517,0.488,19.3587,19.5374,0.30558791,-4.699,-4.332488256
592885,11477,Christian,Yelich,MIA,CF,L,0.045,0.324,0.576,0.022,0.017,0.006,0.003,0.002,0.005,0,0,0,0,0,0,142.5,0,0,0,0,2.37519,25,0.84,142.5114,626.9,3.1345,64.5031,67.6376,123.0676,3.7614,5.7675,2.1269,4.6446,548.7295,161.4181,108.0726,34.2848,2.8183,16.2424,0.294165,0.372641,0.455718,0.356964,0.41022,11.6673,5.9304,-0.3096,1.617,1.3074,-3.388,80.5415,72.0858,0.35061166,20.154,2.37519
542303,10324,Marcell,Ozuna,MIA,LF,R,0.001,0.043,0.025,0.233,0.562,0.117,0.011,0.004,0.005,0,0,0,0,0,128.2,6,0,0,0,0,-6.310613,26,0.84,134.2494,560.1,1.6803,38.42,40.1003,115.0572,3.3606,5.1529,1.5809,4.2857,510.7725,139.2415,88.8593,26.9336,3.8661,19.5825,0.272614,0.327123,0.455503,0.333971,0.39673,2.6439,1.7553,-0.3477,1.059,0.7113,5.627,64.3405,75.627,0.31454569,7.381,-6.3106128
588751,10459,Adeiny,Hechavarria,MIA,SS,R,0.008,0.005,0.006,0.001,0.003,0.005,0.031,0.929,0.013,0,0,0,0,137.7,0,0,0,0,0,0,6.88419,28,0.85,137.6838,527.2,5.272,25.527,30.799,75.9854,2.1088,4.8502,4.204,4.2602,485.8281,128.0223,97.771,20.4069,5.3862,4.4581,0.263512,0.307707,0.355221,0.285445,0.31383,3.1725,1.9776,-0.3268,-0.058,-0.3848,1.048,42.9593,47.0674,0.30163742,-14.161,6.88419
542455,10306,Oswaldo,Arcia,ARI,LF,L,0.008,0.008,0.004,0.028,0.193,0.323,0.248,0.109,0.079,0,0,0,0,0,8.1,0,8.1,3.4,0,0,-1.2069,26,0.76,19.602,78.3,0.3915,5.17,5.5615,23.9392,0.9396,0.7204,0.379,0.5822,70.8377,16.6586,9.517,3.1453,0.4059,3.5903,0.23516,0.297214,0.443074,0.314505,0.4293,0.5257,0.3447,-0.0549,0.036,-0.0189,-0.876,8.617,10.4518,0.29774848,-0.226,-1.2069
457760,1050,Daniel,Dorn,ARI,OF,L,0.07,0.07,0.023,0.023,0.07,0.07,0.14,0.209,0.326,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,32,0.71,0.2,1,0.001,0.068,0.069,0.2334,0.009,0.0092,0.0068,0.0076,0.9077,0.2305,0.1503,0.0456,0.0046,0.03,0.253979,0.310629,0.413588,0.312217,0.38017,0.0126,0.0069,-0.0006,0,-0.0006,-0.005,0.1059,0.114,0.30756251,-0.005,-0.005333333333
593647,12944,Socrates,Brito,ARI,LF,L,0.076,0.144,0.008,0.042,0.042,0.051,0.229,0.186,0.22,0,0,0,0,0,14.1,4.2,7,5.9,0,0,-1.677707,24,0.76,31.2984,125.7,0.1257,4.7073,4.833,24.9453,0.5028,1.1564,0.8335,0.9374,118.5934,30.395,21.3961,4.867,1.5721,2.5597,0.256291,0.286147,0.388596,0.289159,0.34657,3.1839,1.7524,-0.1136,0.158,0.0444,0.665,12.1257,13.0119,0.30247278,-2.991,-1.677707027
571875,13329,Jake,Lamb,ARI,3B,L,0.001,0.198,0.031,0.287,0.32,0.125,0.019,0.006,0.012,0,0,0,137.9,0,0,0,0,0,0,0,2.29824,26,0.82,137.8944,582.6,4.0782,53.9698,58.048,146.2623,3.4956,5.3599,1.9573,4.2955,514.8036,130.3803,77.4863,26.84,5.8388,20.2152,0.253262,0.330537,0.445886,0.331405,0.41044,4.737,2.9157,-0.41,1.614,1.204,-3.481,68.5747,72.6551,0.31241733,6.444,2.29824
572008,10030,Chris,Owings,ARI,SS,R,0.07,0.107,0.001,0,0.007,0.096,0.335,0.375,0.009,0,0,17.2,0,86,0,3.4,0,3.6,0,0,4.224477,25,0.81,110.3058,441,2.646,19.9916,22.6376,87.6607,3.087,4.0572,2.9691,3.3087,408.9976,107.2138,73.826,20.7897,6.0332,6.5649,0.26214,0.303493,0.390625,0.29715,0.3527,13.291,6.0836,0.0476,0.639,0.6866,-3.292,41.6204,43.1973,0.31642567,-7.587,4.224477456
572816,10762,Corey,Dickerson,TBA,DH,L,0.043,0.058,0.04,0.217,0.209,0.272,0.133,0.015,0.013,0,0,0,0,0,6.4,0,8.1,112.8,0,0,-13.882866,28,0.83,127.2834,527.7,4.7493,30.4678,35.2171,125.3288,2.6385,4.8548,1.9546,3.8143,484.0755,122.058,71.6417,28.3395,2.4074,19.6695,0.25214,0.30416,0.442525,0.315669,0.39446,2.8519,2.0652,-0.402,0.19,-0.212,-0.133,59.5383,66.6339,0.2986032,-1.015,-13.8828664
595281,11038,Kevin,Kiermaier,TBA,CF,L,0.341,0.331,0.003,0.001,0.021,0.12,0.032,0.133,0.018,0,0,0,0,0,0,138.1,0,0,0,0,2.30121,27,0.83,138.0726,598.5,1.197,43.4924,44.6894,109.0771,5.3865,5.5062,4.4025,4.1596,539.862,140.7856,92.472,28.5764,5.1077,14.6295,0.260788,0.32127,0.413943,0.317281,0.3579,20.4374,9.6176,-0.0254,2.017,1.9916,18.587,71.6069,60.5641,0.30014656,-0.355,2.30121
543543,12775,Brad,Miller,TBA,2B,L,0.004,0.308,0.078,0.419,0.103,0.013,0.017,0.035,0.023,0,17.5,113.7,0,0,0,0,0,0,0,0,0.437837,27,0.84,131.22,562.5,0,49.2756,49.2756,127.876,3.375,5.175,2.0181,4.0392,503.7922,126.4844,78.4261,23.9453,4.051,20.062,0.251072,0.319615,0.434151,0.32448,0.38674,7.6764,4.5862,-0.5024,1.294,0.7916,-2.606,66.751,69.6699,0.29570534,3.007,0.4378374
605480,13608,Mallex,Smith,TBA,LF,L,0.085,0.002,0.001,0.009,0.001,0.002,0.059,0.206,0.633,0,0,0,0,0,20.6,4.1,20.6,0,0,0,-1.992892,24,0.74,45.36,173.3,0.1733,13.4561,13.6294,35.2221,1.3864,1.5944,1.3901,1.3286,155.5654,39.7371,29.7871,6.1089,1.8754,1.9657,0.255434,0.318495,0.35672,0.296623,0.33773,12.6375,5.3646,0.2745,0.184,0.4585,1.765,18.3785,15.0746,0.3155342,-3.057,-1.9928916
